Record ID,Email,First name,Last name,Lifecycle stage,Original source,Original source drill-down 1,Create date,Recent deal close date,Recent deal amount,Campaign,Owner,Company name,Country
311,james.mutua311@example.com,James,Mutua,Customer,Paid Search,Paid Search,2025-08-27 00:00:00,2025-10-14,773.95,Valentine Push,Jane Wanjiru,Nairobi Retailers,Kenya
312,joseph.njoroge312@example.com,Joseph,Njoroge,Customer,Referral,,2025-09-07 00:00:00,2025-10-25,646.09,Valentine Push,Mercy Otieno,Nairobi Retailers,Kenya
313,joseph.kariuki313@example.com,Joseph,Kariuki,Opportunity,Direct,,2025-10-02 00:00:00,2025-10-15,1594.5,Seasonal Email,Client Success Team,Coastal Beauty,Kenya
314,joseph.wanyoike314@example.com,Joseph,Wanyoike,Lead,Direct,,2025-11-24 00:00:00,,,Valentine Push,Samuel Ndegwa,Chiffon Cosmetics,Kenya
315,nancy.kiptoo315@example.com,Nancy,Kiptoo,Sales Qualified Lead,Direct,,2025-07-12 00:00:00,,,Chiffon Brand Awareness,Samuel Ndegwa,BeautyWorld KE,Kenya
316,lilian.mutua316@example.com,Lilian,Mutua,Opportunity,Direct,,2025-04-17 00:00:00,2025-06-07,1215.76,Valentine Push,Jane Wanjiru,Coastal Beauty,Kenya
317,mary.kariuki317@example.com,Mary,Kariuki,Lead,Organic Search,,2025-07-10 00:00:00,,,Referral Boost,Jane Wanjiru,Chiffon Cosmetics,Kenya
318,fatuma.mwangi318@example.com,Fatuma,Mwangi,Lead,Email,,2025-06-02 00:00:00,,,Valentine Push,Jane Wanjiru,UrbanGlow,Kenya
319,michael.kamau319@example.com,Michael,Kamau,Customer,Paid Search,Paid Search,2025-10-12 00:00:00,2025-10-27,817.39,Seasonal Email,Client Success Team,Chiffon Cosmetics,Kenya
320,brian.kamau320@example.com,Brian,Kamau,Customer,Referral,,2025-10-04 00:00:00,2025-10-20,854.14,New Store Launch,Client Success Team,UrbanGlow,Kenya
321,nancy.otieno321@example.com,Nancy,Otieno,Sales Qualified Lead,Organic Search,,2025-02-25 00:00:00,,,Chiffon Brand Awareness,Samuel Ndegwa,UrbanGlow,Kenya
322,nancy.atieno322@example.com,Nancy,Atieno,Opportunity,Referral,,2025-03-21 00:00:00,2025-04-22,699.34,Referral Boost,John Kamau,BeautyWorld KE,Kenya
323,michael.okello323@example.com,Michael,Okello,Sales Qualified Lead,Organic Search,,2025-03-24 00:00:00,,,Newsletter,Mercy Otieno,Coastal Beauty,Kenya
324,michael.maina324@example.com,Michael,Maina,Marketing Qualified Lead,Paid Search,Paid Search,2025-04-11 00:00:00,,,Organic Search,John Kamau,Chiffon Cosmetics,Kenya
325,nancy.wanyoike325@example.com,Nancy,Wanyoike,Sales Qualified Lead,Direct,,2025-01-28 00:00:00,,,Valentine Push,John Kamau,UrbanGlow,Kenya
326,joseph.atieno326@example.com,Joseph,Atieno,Customer,Direct,,2025-06-14 00:00:00,2025-07-23,722.41,New Store Launch,Jane Wanjiru,BeautyWorld KE,Kenya
327,paul.okello327@example.com,Paul,Okello,Customer,Referral,,2025-10-26 00:00:00,2025-11-06,687.57,Referral Boost,Samuel Ndegwa,Nairobi Retailers,Kenya
328,wanjiru.kariuki328@example.com,Wanjiru,Kariuki,Marketing Qualified Lead,Paid Search,Paid Search,2025-07-20 00:00:00,,,Newsletter,Jane Wanjiru,BeautyWorld KE,Kenya
329,aisha.okello329@example.com,Aisha,Okello,Sales Qualified Lead,Social Media,Social Media,2025-05-26 00:00:00,,,Referral Boost,John Kamau,Chiffon Cosmetics,Kenya
330,wanjiru.mwangi330@example.com,Wanjiru,Mwangi,Lead,Organic Search,,2025-08-04 00:00:00,,,Holiday Promo Q4,Mercy Otieno,UrbanGlow,Kenya
331,wanjiru.kamau331@example.com,Wanjiru,Kamau,Customer,Organic Search,,2025-10-27 00:00:00,2025-11-30,766.43,Holiday Promo Q4,Samuel Ndegwa,Nairobi Retailers,Kenya
332,fatuma.karanja332@example.com,Fatuma,Karanja,Opportunity,Social Media,Social Media,2025-02-18 00:00:00,2025-04-01,1876.03,Valentine Push,John Kamau,Coastal Beauty,Kenya
333,mary.njoroge333@example.com,Mary,Njoroge,Marketing Qualified Lead,Email,,2025-01-07 00:00:00,,,Newsletter,Samuel Ndegwa,Coastal Beauty,Kenya
334,joseph.kariuki334@example.com,Joseph,Kariuki,Customer,Email,,2025-01-03 00:00:00,2025-01-24,741.25,Seasonal Email,Client Success Team,Chiffon Cosmetics,Kenya
335,mary.okello335@example.com,Mary,Okello,Customer,Organic Search,,2025-07-14 00:00:00,2025-09-05,1302.98,Valentine Push,Client Success Team,BeautyWorld KE,Kenya
336,david.okello336@example.com,David,Okello,Marketing Qualified Lead,Email,,2025-12-23 00:00:00,,,Organic Search,John Kamau,Nairobi Retailers,Kenya
337,nancy.njoroge337@example.com,Nancy,Njoroge,Lead,Referral,,2025-06-25 00:00:00,,,Referral Boost,Client Success Team,Chiffon Cosmetics,Kenya
338,james.ouma338@example.com,James,Ouma,Lead,Email,,2025-03-12 00:00:00,,,Organic Search,Mercy Otieno,Nairobi Retailers,Kenya
339,wanjiru.otieno339@example.com,Wanjiru,Otieno,Marketing Qualified Lead,Organic Search,,2025-01-28 00:00:00,,,New Store Launch,John Kamau,UrbanGlow,Kenya
340,esther.atieno340@example.com,Esther,Atieno,Marketing Qualified Lead,Paid Search,Paid Search,2025-04-30 00:00:00,,,Chiffon Brand Awareness,John Kamau,BeautyWorld KE,Kenya
341,aisha.atieno341@example.com,Aisha,Atieno,Lead,Direct,,2025-10-09 00:00:00,,,Newsletter,Jane Wanjiru,Nairobi Retailers,Kenya
342,wanjiru.karanja342@example.com,Wanjiru,Karanja,Customer,Direct,,2025-09-22 00:00:00,2025-10-12,1493.32,Holiday Promo Q4,John Kamau,UrbanGlow,Kenya
343,michael.karanja343@example.com,Michael,Karanja,Marketing Qualified Lead,Paid Search,Paid Search,2025-04-03 00:00:00,,,Organic Search,Samuel Ndegwa,Nairobi Retailers,Kenya
344,paul.maina344@example.com,Paul,Maina,Marketing Qualified Lead,Paid Search,Paid Search,2025-11-07 00:00:00,,,Valentine Push,Jane Wanjiru,BeautyWorld KE,Kenya
345,joseph.okello345@example.com,Joseph,Okello,Lead,Paid Search,Paid Search,2025-12-06 00:00:00,,,Valentine Push,Jane Wanjiru,Coastal Beauty,Kenya
346,wanjiru.kamau346@example.com,Wanjiru,Kamau,Opportunity,Paid Search,Paid Search,2025-11-16 00:00:00,2025-12-12,1806.59,Holiday Promo Q4,Client Success Team,Nairobi Retailers,Kenya
347,aisha.maina347@example.com,Aisha,Maina,Customer,Referral,,2025-03-16 00:00:00,2025-04-13,1801.82,Referral Program,Jane Wanjiru,Coastal Beauty,Kenya
348,grace.kamau348@example.com,Grace,Kamau,Opportunity,Social Media,Social Media,2025-03-24 00:00:00,2025-04-15,1344.67,Seasonal Email,John Kamau,Nairobi Retailers,Kenya
349,mary.njoroge349@example.com,Mary,Njoroge,Marketing Qualified Lead,Email,,2025-06-16 00:00:00,,,Referral Boost,Samuel Ndegwa,Nairobi Retailers,Kenya
350,michael.kiptoo350@example.com,Michael,Kiptoo,Marketing Qualified Lead,Email,,2025-03-26 00:00:00,,,Organic Search,Client Success Team,UrbanGlow,Kenya
351,brian.karanja351@example.com,Brian,Karanja,Marketing Qualified Lead,Referral,,2025-09-28 00:00:00,,,New Store Launch,Samuel Ndegwa,BeautyWorld KE,Kenya
352,aisha.mwangi352@example.com,Aisha,Mwangi,Marketing Qualified Lead,Social Media,Social Media,2025-06-10 00:00:00,,,New Store Launch,Jane Wanjiru,Coastal Beauty,Kenya
353,joseph.njoroge353@example.com,Joseph,Njoroge,Customer,Social Media,Social Media,2025-03-05 00:00:00,2025-04-06,1535.29,Referral Boost,Samuel Ndegwa,Coastal Beauty,Kenya
354,esther.okello354@example.com,Esther,Okello,Lead,Organic Search,,2025-03-27 00:00:00,,,Referral Boost,Mercy Otieno,Nairobi Retailers,Kenya
355,mary.karanja355@example.com,Mary,Karanja,Lead,Organic Search,,2025-06-01 00:00:00,,,Newsletter,John Kamau,BeautyWorld KE,Kenya
356,mary.ouma356@example.com,Mary,Ouma,Sales Qualified Lead,Paid Search,Paid Search,2025-02-15 00:00:00,,,Chiffon Brand Awareness,Client Success Team,UrbanGlow,Kenya
357,brian.ouma357@example.com,Brian,Ouma,Lead,Social Media,Social Media,2025-10-07 00:00:00,,,Newsletter,Samuel Ndegwa,Coastal Beauty,Kenya
358,esther.atieno358@example.com,Esther,Atieno,Lead,Paid Search,Paid Search,2025-03-19 00:00:00,,,New Store Launch,Mercy Otieno,UrbanGlow,Kenya
359,brian.kiptoo359@example.com,Brian,Kiptoo,Customer,Social Media,Social Media,2025-04-25 00:00:00,2025-05-20,1790.63,Holiday Promo Q4,Samuel Ndegwa,BeautyWorld KE,Kenya
360,david.kariuki360@example.com,David,Kariuki,Opportunity,Email,,2025-06-10 00:00:00,2025-07-27,1999.7,Referral Boost,John Kamau,Chiffon Cosmetics,Kenya
361,james.kamau361@example.com,James,Kamau,Lead,Social Media,Social Media,2025-08-27 00:00:00,,,Valentine Push,Samuel Ndegwa,Chiffon Cosmetics,Kenya
362,lilian.mwangi362@example.com,Lilian,Mwangi,Sales Qualified Lead,Direct,,2025-12-21 00:00:00,,,New Store Launch,Samuel Ndegwa,Chiffon Cosmetics,Kenya
363,wanjiru.njoroge363@example.com,Wanjiru,Njoroge,Opportunity,Organic Search,,2025-06-10 00:00:00,2025-07-27,1427.18,Seasonal Email,Mercy Otieno,UrbanGlow,Kenya
364,mary.mutua364@example.com,Mary,Mutua,Sales Qualified Lead,Email,,2025-08-05 00:00:00,,,Newsletter,Jane Wanjiru,BeautyWorld KE,Kenya
365,wanjiru.atieno365@example.com,Wanjiru,Atieno,Opportunity,Referral,,2025-12-22 00:00:00,2025-12-04,1477.66,New Store Launch,Samuel Ndegwa,Chiffon Cosmetics,Kenya
366,joseph.kariuki366@example.com,Joseph,Kariuki,Marketing Qualified Lead,Social Media,Social Media,2025-01-02 00:00:00,,,Chiffon Brand Awareness,Jane Wanjiru,BeautyWorld KE,Kenya
367,brian.ouma367@example.com,Brian,Ouma,Marketing Qualified Lead,Referral,,2025-04-02 00:00:00,,,Valentine Push,Jane Wanjiru,Coastal Beauty,Kenya
368,mary.mutua368@example.com,Mary,Mutua,Marketing Qualified Lead,Organic Search,,2025-07-15 00:00:00,,,Holiday Promo Q4,Client Success Team,Nairobi Retailers,Kenya
369,michael.wanyoike369@example.com,Michael,Wanyoike,Lead,Organic Search,,2025-02-03 00:00:00,,,Valentine Push,John Kamau,Coastal Beauty,Kenya
370,fatuma.kiptoo370@example.com,Fatuma,Kiptoo,Marketing Qualified Lead,Organic Search,,2025-12-16 00:00:00,,,Holiday Promo Q4,Jane Wanjiru,Nairobi Retailers,Kenya
371,joseph.okello371@example.com,Joseph,Okello,Marketing Qualified Lead,Referral,,2025-01-18 00:00:00,,,Newsletter,Mercy Otieno,Chiffon Cosmetics,Kenya
372,michael.mwangi372@example.com,Michael,Mwangi,Sales Qualified Lead,Referral,,2025-02-01 00:00:00,,,Holiday Promo Q4,Client Success Team,UrbanGlow,Kenya
373,nancy.wanyoike373@example.com,Nancy,Wanyoike,Marketing Qualified Lead,Paid Search,Paid Search,2025-01-23 00:00:00,,,Referral Boost,Jane Wanjiru,UrbanGlow,Kenya
374,esther.kamau374@example.com,Esther,Kamau,Lead,Referral,,2025-04-23 00:00:00,,,Organic Search,Mercy Otieno,Chiffon Cosmetics,Kenya
375,mary.ouma375@example.com,Mary,Ouma,Marketing Qualified Lead,Organic Search,,2025-10-12 00:00:00,,,Holiday Promo Q4,Client Success Team,Coastal Beauty,Kenya
376,peter.mutua376@example.com,Peter,Mutua,Lead,Referral,,2025-11-29 00:00:00,,,Valentine Push,Mercy Otieno,Nairobi Retailers,Kenya
377,peter.njoroge377@example.com,Peter,Njoroge,Sales Qualified Lead,Direct,,2025-12-25 00:00:00,,,Newsletter,John Kamau,BeautyWorld KE,Kenya
378,david.kamau378@example.com,David,Kamau,Lead,Social Media,Social Media,2025-03-18 00:00:00,,,Organic Search,Client Success Team,UrbanGlow,Kenya
379,peter.kariuki379@example.com,Peter,Kariuki,Opportunity,Paid Search,Paid Search,2025-08-27 00:00:00,2025-09-19,2128.06,New Store Launch,John Kamau,Coastal Beauty,Kenya
380,paul.okello380@example.com,Paul,Okello,Lead,Organic Search,,2025-02-06 00:00:00,,,Organic Search,John Kamau,Chiffon Cosmetics,Kenya
381,mary.maina381@example.com,Mary,Maina,Lead,Referral,,2025-05-22 00:00:00,,,Chiffon Brand Awareness,John Kamau,BeautyWorld KE,Kenya
382,wanjiru.maina382@example.com,Wanjiru,Maina,Customer,Email,,2025-05-16 00:00:00,2025-06-21,1677.79,Referral Boost,Jane Wanjiru,UrbanGlow,Kenya
383,esther.ouma383@example.com,Esther,Ouma,Lead,Paid Search,Paid Search,2025-02-19 00:00:00,,,Chiffon Brand Awareness,Mercy Otieno,BeautyWorld KE,Kenya
384,nancy.atieno384@example.com,Nancy,Atieno,Marketing Qualified Lead,Social Media,Social Media,2025-05-08 00:00:00,,,Newsletter,Jane Wanjiru,Chiffon Cosmetics,Kenya
385,lilian.mwangi385@example.com,Lilian,Mwangi,Marketing Qualified Lead,Paid Search,Paid Search,2025-03-29 00:00:00,,,Chiffon Brand Awareness,Client Success Team,Nairobi Retailers,Kenya
386,grace.wanyoike386@example.com,Grace,Wanyoike,Marketing Qualified Lead,Paid Search,Paid Search,2025-03-07 00:00:00,,,Newsletter,Client Success Team,Chiffon Cosmetics,Kenya
387,wanjiru.njoroge387@example.com,Wanjiru,Njoroge,Sales Qualified Lead,Direct,,2025-05-04 00:00:00,,,Organic Search,Mercy Otieno,Coastal Beauty,Kenya
388,fatuma.kiptoo388@example.com,Fatuma,Kiptoo,Customer,Referral,,2025-10-28 00:00:00,2025-12-09,1838.44,Referral Program,Samuel Ndegwa,Chiffon Cosmetics,Kenya
389,wanjiru.kariuki389@example.com,Wanjiru,Kariuki,Lead,Referral,,2025-12-27 00:00:00,,,Chiffon Brand Awareness,Client Success Team,UrbanGlow,Kenya
390,grace.kiptoo390@example.com,Grace,Kiptoo,Lead,Direct,,2025-08-29 00:00:00,,,Referral Boost,Jane Wanjiru,Coastal Beauty,Kenya
391,michael.otieno391@example.com,Michael,Otieno,Lead,Paid Search,Paid Search,2025-09-23 00:00:00,,,Valentine Push,Samuel Ndegwa,Coastal Beauty,Kenya
392,paul.kiptoo392@example.com,Paul,Kiptoo,Customer,Direct,,2025-01-24 00:00:00,2025-02-11,1317.95,Referral Program,Client Success Team,UrbanGlow,Kenya
393,wanjiru.ouma393@example.com,Wanjiru,Ouma,Marketing Qualified Lead,Referral,,2025-10-03 00:00:00,,,New Store Launch,Samuel Ndegwa,Chiffon Cosmetics,Kenya
394,grace.mutua394@example.com,Grace,Mutua,Customer,Social Media,Social Media,2025-01-16 00:00:00,2025-01-27,2155.68,Valentine Push,Mercy Otieno,BeautyWorld KE,Kenya
395,nancy.wanyoike395@example.com,Nancy,Wanyoike,Lead,Social Media,Social Media,2025-12-12 00:00:00,,,Chiffon Brand Awareness,Mercy Otieno,Nairobi Retailers,Kenya
396,grace.okello396@example.com,Grace,Okello,Sales Qualified Lead,Organic Search,,2025-04-03 00:00:00,,,Referral Boost,Jane Wanjiru,Chiffon Cosmetics,Kenya
397,lilian.kariuki397@example.com,Lilian,Kariuki,Customer,Referral,,2025-12-22 00:00:00,2025-12-27,2335.2,Referral Boost,Jane Wanjiru,BeautyWorld KE,Kenya
398,paul.kiptoo398@example.com,Paul,Kiptoo,Lead,Email,,2025-06-05 00:00:00,,,Organic Search,Mercy Otieno,Chiffon Cosmetics,Kenya
399,joseph.ouma399@example.com,Joseph,Ouma,Customer,Direct,,2025-04-08 00:00:00,2025-05-08,2307.98,Valentine Push,Samuel Ndegwa,BeautyWorld KE,Kenya
400,peter.mwangi400@example.com,Peter,Mwangi,Customer,Social Media,Social Media,2025-04-17 00:00:00,2025-06-05,1219.03,Referral Program,Client Success Team,BeautyWorld KE,Kenya
